LOCATION,YEAR,TOTAL_COLLISIONS,BICYLCLES_IN_TOTAL,PEDESTRIANS_IN_TOTAL,X,Y
QUEENSDALE AVE btwn ALBION RD & FIRST (1ST) ST (__3ZA8OT),2014,1,,1,372566.31647,5022986.99531
QUEENSDALE AVE btwn BANK ST & SIXTH ST (__3ZA8PH),2014,1,,,373479.74055,5023530.00945
QUEENSDALE AVE btwn EIGHTH ST & CONROY RD (__3ZA8PY),2014,1,,,374131.95665,5023915.84676
QUEENSVIEW DR btwn PINECREST RD & END (__3ZABK9),2014,2,,,360698.94134,5023950.21497
QUILLIVAN LANE @ ROYAL ORCHARD DR (0004781),2014,1,,,392448.7959,5041867.5589
QUINLAN RD @ RUTH ST (0008388),2014,1,,,372562.7279,5029064.5499
QUINLAN RD btwn RUTH ST & WINGATE DR (__3ZA77T),2014,1,,,372735.39659,5029081.40876
RADWAY TER btwn BROMONT WAY & BROMONT WAY (__3ZA6CR),2014,1,,,381662.9125,5035589.60236
RAFTUS SQ btwn PHEASANT RUN DR & OTTEN DR (__3ZAB7Y),2014,1,,,361818.25716,5015461.29218
RAHUL CRES btwn KOCHAR DR & KOCHAR DR (__5WHASU),2014,1,,,367704.56371,5025031.52565
RAINBOW ST btwn CANOTEK RD & END (2) (__3ZA7SN),2014,1,,,376264.353,5035084.21195
RALEIGH ST btwn WARRINGTON DR & HARVARD AVE (__3ZA83Q),2014,1,,,368971.25593,5028053.08793
RAMP btwn Continuation of RAMP & END (2) (__7JQ7IZ),2014,3,,,367377.46017,5019776.83226
RAMP btwn HIGHWAY 7 & Continuation of RAMP (__7JQ7IT),2014,1,,,346254.8322,5015076.41996
RAMSAYVILLE RD @ LEITRIM RD (0004149),2014,4,,,378726.7671,5023873.506
RAMSAYVILLE RD @ MITCH OWENS RD (0003575),2014,3,,,381144.7849,5018038.4679
RAMSAYVILLE RD @ RIDGE RD (0009270),2014,3,,,376683.7471,5028863.5411
RAMSAYVILLE RD @ RUSSELL RD N (0004146),2014,2,,,377777.757,5026758.5249
RAMSAYVILLE RD @ WHYTE SIDE RD (0004450),2014,1,,,378004.76,5025618.517
RAMSAYVILLE RD btwn LEITRIM RD & EIGHTH LINE RD (__3ZBO27),2014,1,,,379160.0131,5022827.1853
RAMSAYVILLE RD btwn RIDEAU RD & MITCH OWENS RD (__3ZA6GU),2014,1,,,380749.32548,5018998.19806
RAMSAYVILLE RD btwn RIDGE RD & RUSSELL RD (__3ZA2B5),2014,3,,,377119.99443,5027728.69026
RAMSAYVILLE RD btwn RUSSELL RD & RUSSELL RD (__3ZA2CL),2014,1,,,377961.40882,5026468.72826
RAMSAYVILLE RD btwn WALKLEY EXTENSION RD & RIDGE RD (__3ZA2ER),2014,2,,,376574.72363,5029142.82104
RAMSAYVILLE RD btwn WHYTE SIDE RD & LEITRIM RD (__3ZA6GH),2014,2,,,378367.73621,5024746.85361
RAMSGATE PRIV btwn FLANNERY DR & FLANNERY DR (__3ZA5WE),2014,1,,,368984.30291,5026056.17199
RANGE RD btwn LAURIER AVE E & OSGOODE ST (__3ZBOYK),2014,1,,,369447.50099,5032341.61928
RANGE RD btwn SOMERSET ST E & TEMPLETON ST (__3ZA8HR),2014,1,,,369661.71055,5031985.57905
RANGE RD btwn TEMPLETON ST & MANN AVE (__3ZA2KI),2014,1,,,369770.50196,5031807.24393
RASTILA CRES/WINGALE PRIV @ TAPIOLA CRES E (0006929),2014,1,,,372199.7321,5025300.523
RAVEN AVE @ KIRKWOOD AVE (0006712),2014,2,,,364690.697,5026773.537
RAVEN AVE btwn CAVAN ST & KIRKWOOD AVE (__3ZBOPR),2014,1,,,364607.19472,5026721.0392
RAVEN AVE btwn KIRKWOOD AVE & MERIVALE RD (__3ZA0ND),2014,1,,,364766.76816,5026822.44597
RAYMOND ST btwn HWY417 IC121A RAMP16 & BRONSON AVE (__3ZA890),2014,1,,,367219.19614,5029786.82436
RAYMOND ST/HWY 417 ROCHEST IC121BR16 @ ROCHEST (0006495),2014,1,,,366737.703,5029618.5611
RED WILLOW DR btwn CRESTDALE ST & MAPLE RUN AVE (__3ZA193),2014,1,,,380613.8893,5035031.13377
REDCAR CRES btwn LAXFORD DR & LAXFORD DR (__3ZACGQ),2014,1,,,349109.35553,5023486.92175
REDDING WAY btwn THORNBURY CRES & THORNBURY CRES (__3ZA6KB),2014,1,,,362132.35064,5023196.47468
REDPATH DR btwn KNOWLTON DR & DYLAN WAY (__3ZAYGS),2014,1,,,366623.95279,5016810.80782
REEVECRAIG RD    S btwn GREENLINE RD & END (__3ZA0NI),2014,1,,,372179.95471,4993673.07345
REGIONAL RD 174 @ TRIM RD (0012835),2014,18,,,384351.854,5039990.3479
REGIONAL RD 174 EB @ OR174 IC109 RAMP55 (0012403),2014,1,,,376460.729,5034962.5871
REGIONAL ROAD 174 btwn Continuation of REGIONAL ROAD 174 & OR174 IC112 (__3ZA2YI),2014,6,,,374241.7451,5032421.5901
REGIONAL ROAD 174 btwn EAST SHORE RD & MORIN RD (__3ZA27Q),2014,1,,,391905.79233,5042793.59481
REGIONAL ROAD 174 btwn EAST ST & EAST SHORE RD (__3ZA27Y),2014,2,,,391093.23472,5042802.52811
REGIONAL ROAD 174 btwn FAUBERT ST & EAST ST (__3ZA27X),2014,1,,,390351.27945,5042693.577
REGIONAL ROAD 174 btwn HIGHWAY 417 & HWY417 IC113 RAMP65 (__3ZA2YL),2014,4,,,373704.07638,5031857.57693
REGIONAL ROAD 174 btwn HIGHWAY 417 & HWY417 IC113 RAMP67 (__3ZA2YK),2014,1,,,373368.52722,5031790.93008
REGIONAL ROAD 174 btwn HWY417 IC113 RAMP67 & Continuation of REGIONAL  (__3ZA28A),2014,8,,,373721.55149,5032035.39861
REGIONAL ROAD 174 btwn MCTEER RD & CANAAN RD (__3ZA27S),2014,4,,,395355.39497,5043264.42232
REGIONAL ROAD 174 btwn MORIN RD & OLD MONTREAL RD (__3ZA27P),2014,5,,,392291.21503,5042760.49312
REGIONAL ROAD 174 btwn OLD MONTREAL RD & MCTEER RD (__3ZA27R),2014,1,,,394778.80746,5043071.77014
REGIONAL ROAD 174 btwn OLD MONTREAL RD & OLD MONTREAL RD (__3ZA27O),2014,4,,,393586.44042,5042828.83314
REGIONAL ROAD 174 btwn OR174 IC101 RAMP36 & OR174 IC101 RAMP26 (__3ZA11R),2014,4,,,382490.09545,5038770.9215
REGIONAL ROAD 174 btwn OR174 IC101 RAMP45 & RAMP (__3ZA1ZF),2014,1,,,383846.99102,5039621.29168
REGIONAL ROAD 174 btwn OR174 IC101 RAMP63 & OR174 IC101 RAMP45 (__3ZA11Q),2014,3,,,383062.78747,5039090.91531
REGIONAL ROAD 174 btwn OR174 IC102 RAMP15 & OR174 IC101 RAMP63 (__3ZA11S),2014,1,,,382420.55893,5038704.24359
REGIONAL ROAD 174 btwn OR174 IC102 RAMP26 & REGIONAL ROAD 174 (__3ZA1SH),2014,1,,,381539.44605,5038232.1641
REGIONAL ROAD 174 btwn OR174 IC102 RAMP51 & REGIONAL ROAD 174 (__3ZA1I7),2014,2,,,381236.93958,5038035.47534
REGIONAL ROAD 174 btwn OR174 IC102 RAMP61 & OR174 IC101 RAMP36 (__3ZA1SY),2014,2,,,382134.9797,5038571.37307
REGIONAL ROAD 174 btwn OR174 IC105 RAMP16 & OR174 IC105 RAMP26 (__3ZA1PU),2014,1,,,379131.0286,5036876.97542
REGIONAL ROAD 174 btwn OR174 IC105 RAMP25 & OR174 IC102 RAMP51 (__3ZA27G),2014,1,,,380357.0453,5037537.97862
REGIONAL ROAD 174 btwn OR174 IC105 RAMP26 & OR174 IC105 RAMP63 (__3ZA2XB),2014,6,,,379537.70612,5037109.35421
REGIONAL ROAD 174 btwn OR174 IC105 RAMP35 & OR174 IC105 RAMP25 (__3ZA27E),2014,1,,,379658.00245,5037142.3881
REGIONAL ROAD 174 btwn OR174 IC105 RAMP51 & OR174 IC105 RAMP35 (__3ZA2XC),2014,5,,,379244.55804,5036908.97837
REGIONAL ROAD 174 btwn OR174 IC105 RAMP63 & OR174 IC102 RAMP36 (__3ZA27F),2014,4,,,380302.33845,5037539.20769
REGIONAL ROAD 174 btwn OR174 IC109 RAMP54 & OR174 IC109 RAMP55 (__3ZA28X),2014,4,,,376423.229,5034880.58655
REGIONAL ROAD 174 btwn OR174 IC109 RAMP56 & OR174 IC109 RAMP86 (__3ZA28W),2014,4,,,376400.84907,5034873.25725
REGIONAL ROAD 174 btwn OR174 IC109 RAMP64 & OR174 IC105 RAMP16 (__3ZA2XD),2014,4,,,377708.74414,5036070.52351
REGIONAL ROAD 174 btwn OR174 IC109 RAMP86 & OR174 IC109 RAMP64 (__3ZA28U),2014,1,,,376538.729,5035177.5889
REGIONAL ROAD 174 btwn OR174 IC112 RAMP15 & TRANSIT (__3ZA2WA),2014,4,,,375373.56766,5033257.34985
REGIONAL ROAD 174 btwn OR174 IC112 RAMP26 & OR174 IC112 RAMP61 (__3ZA2XF),2014,6,,,374989.35927,5032988.36134
REGIONAL ROAD 174 btwn OR174 IC112 RAMP36 & OR174 IC112 RAMP26 (__3ZAZFK),2014,5,,,374660.77943,5032739.41151
REGIONAL ROAD 174 btwn OR174 IC112 RAMP51 & OR174 IC112 RAMP15 (__3ZA2XE),2014,5,,,374975.1775,5032955.0644
REGIONAL ROAD 174 btwn OR174 IC112 RAMP61 & TRANSIT (__3ZA2W0),2014,2,,,375363.77514,5033271.18371
REGIONAL ROAD 174 btwn QUIGLEY HILL RD & CAMERON ST (__3ZA27U),2014,9,,,389116.1851,5042503.44239
REGIONAL ROAD 174 btwn QUIGLEY HILL RD & REGIONAL ROAD 174 DIVIDED (__3ZA2Y5),2014,19,,,386150.94112,5042126.12035
REGIONAL ROAD 174 btwn RAMP & TRIM RD (__3ZA273),2014,1,,,384275.71505,5039911.9414
REGIONAL ROAD 174 btwn REGIONAL ROAD 174 & OR174 IC102 RAMP15 (__3ZA1QM),2014,4,,,381910.5226,5038415.894
REGIONAL ROAD 174 btwn REGIONAL ROAD 174 & OR174 IC102 RAMP61 (__3ZA1SZ),2014,3,,,381782.3381,5038369.77755
REGIONAL ROAD 174 btwn TRANSIT & OR174 IC105 RAMP51 (__3ZA28H),2014,7,,,377811.76079,5036101.16466
REGIONAL ROAD 174 btwn TRANSIT & OR174 IC109 RAMP54 (__3ZAZ6V),2014,6,,,376067.08226,5034089.84359
REGIONAL ROAD 174 btwn TRANSIT & OR174 IC109 RAMP56 (__3ZAZ6U),2014,3,,,376004.48156,5033992.37251
REGIONAL ROAD 174 btwn WEST ST & FAUBERT ST (__3ZA27W),2014,2,,,390141.78064,5042661.06002
REGIONAL ROAD 174 EB btwn HWY417 IC113 RAMP65 & OR174 BLAIR IC112 RAMP51 (__3ZAZFJ),2014,13,,,374404.28023,5032525.83368
REGIONAL ROAD 174 EB btwn OR174 IC109 RAMP55 & TRANSIT (__3ZA28V),2014,22,,,376553.70974,5035170.36393
REGIS AVE btwn DUCHARME BLVD & DONAT ST (__3ZA8UX),2014,1,,,371163.25949,5033339.53862
REID AVE btwn KENILWORTH ST & HUTCHISON AVE (__3ZBON3),2014,1,,,365773.70055,5028694.55345
RENAUD RD @ NAVAN RD (0003685),2014,3,,,381816.7611,5032736.549
RENAUD RD @ RENAUD RD N (0003684),2014,5,,,379764.7529,5032027.5521
RENAUD RD @ RENAUD RD S (0004055),2014,3,,,379966.7551,5031597.549
RENAUD RD btwn Continuation of RENAUD RD & Continuation of RENAUD RD (__3ZA1DV),2014,1,,,379858.47079,5031808.95018
RENAUD RD btwn Continuation of RENAUD RD & PERCIFOR WAY (__54PNN5),2014,3,,,380561.96874,5031956.95447
RENAUD RD btwn IDA ST & Continuation of RENAUD RD (__3ZA6FE),2014,2,,,379136.39203,5031866.85238
REVELSTOKE DR @ RIVERSIDE DR (0006918),2014,2,,1,368217.714,5024423.517
REYNOLDS DR btwn ST. GEORGES ST & WARDEN AVE (__3ZBN83),2014,1,,,382822.5087,5037438.54557
RICHARD AVE btwn CLEMENTINE BLVD & GILLES ST (__3ZA9PM),2014,1,,,369608.39388,5026971.32477
RICHARD ST @ VAN VLIET RD (0009005),2014,1,,,369127.299,5010303.3108
RICHARDSON AVE btwn MIDWAY AVE & LAWN AVE (__3ZAACJ),2014,1,,,361327.1811,5025888.52805
RICHARDSON SIDE RD @ SPRUCE RIDGE RD (0011499),2014,1,,,343201.529,5014397.4529
RICHARDSON SIDE RD @ TERRY FOX DR (0013651),2014,9,1,,348803.086,5019506.0721
RICHARDSON SIDE RD btwn BEAVERTAIL RD & SPRUCE RIDGE RD (__3ZAC5K),2014,1,,,342741.63327,5013944.84356
RICHARDSON SIDE RD btwn CARDEVCO RD & CARP RD (__3ZAC49),2014,2,,,346073.5615,5017034.96055
RICHARDSON SIDE RD btwn CARP RD & OAK CREEK RD (__3ZAC40),2014,2,,,346706.90407,5017626.15662
RICHARDSON SIDE RD btwn DAVID MANCHESTER RD & WILLIAM MOONEY RD (__3ZAC5W),2014,3,,,344705.62141,5015771.72919
RICHMOND RD @ 140 E OF POULIN AVE  (0012124),2014,1,,,360397.6383,5025017.1279
RICHMOND RD @ BELLFIELD ST/RIDGEVALLEY DR (0000521),2014,2,,,359492.6699,5023528.506
RICHMOND RD @ EDGEWORTH AVE/MCEWEN AVE (0002352),2014,4,1,1,361075.68,5025883.5279
RICHMOND RD @ FRASER AVE (0006238),2014,2,,,362489.6871,5027691.5449
RICHMOND RD @ HOLLY ACRES RD/NANAIMO DR (0001068),2014,19,,,359058.6671,5022748.4989
RICHMOND RD @ LYNHAR RD/STAFFORD RD (0000155),2014,15,,,358137.6589,5021086.4841
RICHMOND RD @ NORTHSIDE RD E (0010417),2014,1,,,358329.3019,5021226.531
RICHMOND RD @ ROBERTSON RD (0000639),2014,6,,,357581.5159,5020752.206
RICHMOND RD @ RUSHMORE RD N (0000748),2014,1,,,358535.643,5011685.3981
RICHMOND RD @ STINSON AVE (0001130),2014,2,,,357873.657,5020928.4819
RICHMOND RD @ STONEHAVEN DR (0010370),2014,3,,,356781.6411,5015891.437
RICHMOND RD @ WEST HUNT CLUB RD (0000598),2014,11,,,357145.6479,5018152.457
RICHMOND RD @ WINDERMERE AVE (0010732),2014,1,,,362295.7249,5027510.906
RICHMOND RD @ WOODROFFE AVE (0011466),2014,6,,,361584.683,5026654.5351
RICHMOND RD btwn 140 E OF POULIN AVE & FOREST ST (__3ZA4MDB),2014,1,,,360433.56165,5025080.29325
RICHMOND RD btwn ATHLONE AVE & TWEEDSMUIR AVE (__3ZA4O6),2014,3,,,363486.691,5028462.0521
RICHMOND RD btwn BASELINE RD TURN LANE & NORTHSIDE RD (__3ZA4LJ),2014,6,,,358456.29955,5021429.59142
RICHMOND RD btwn BAYSHORE DR & BAYSHORE DR (__3ZA4LT),2014,1,,,359375.89465,5023373.73055
RICHMOND RD btwn BAYSHORE DR & MAGWOOD AVE/HWY417 IC130 RAMP62 (__3ZAZVW),2014,2,,1,359402.16945,5023408.0049
RICHMOND RD btwn BERKLEY AVE & ROOSEVELT AVE (__3ZA307),2014,2,,,362944.689,5028091.54845
RICHMOND RD btwn CARLING AVE & POULIN AVE (__3ZA4MB),2014,1,,,360272.29762,5024849.03844
RICHMOND RD btwn CHURCHILL AVE N & WINONA AVE (__3ZA4OX),2014,1,,,363261.2701,5028315.36045
RICHMOND RD btwn CLIFTON RD & KIRKWOOD AVE (__3ZA4OD),2014,2,,,363743.6921,5028620.05345
RICHMOND RD btwn DUMAURIER AVE & LOVITT RD (__3ZA4LX),2014,1,,,359647.79755,5023769.82245
RICHMOND RD btwn EDEN AVE & EDGEWOOD AVE (__3ZBN9U),2014,1,,,363363.57055,5028381.56605
RICHMOND RD btwn EDGEWOOD AVE & ATHLONE AVE (__3ZA4O2),2014,3,1,,363424.691,5028422.05155
RICHMOND RD btwn EDGEWORTH AVE/MCEWEN AVE & REGINA LANE (__3ZA4L9),2014,1,,,360942.60533,5025745.64617
RICHMOND RD btwn FALLOWFIELD RD & RUSHMORE RD (__3ZAB47),2014,3,,,358130.65859,5012608.24873
RICHMOND RD btwn GOLDEN AVE & BERKLEY AVE (__3ZA305),2014,4,1,,362886.689,5028046.0479
RICHMOND RD btwn GRENON AVE & MARIELLE CRT (__3ZA4M3),2014,3,,,359875.42048,5024146.3625
RICHMOND RD btwn HILSON AVE & PATRICIA AVE (__3ZA4PI),2014,1,,,363913.53514,5028728.23729
RICHMOND RD btwn HWY416 IC75A RAMP53 & HWY416 IC75A RAMP63 (__3ZAZES),2014,1,,,358666.5085,5021887.53345
RICHMOND RD btwn HWY417 IC130 RAMP35 & HWY417 IC130 RAMP26 (__3ZA4LO),2014,2,,,359224.467,5023109.0714
RICHMOND RD btwn JOHN SUTHERLAND DR & HOLLY ACRES RD (__3ZA2LS),2014,2,,,358925.4399,5022448.24142
RICHMOND RD btwn LEIGHTON TER & ISLAND PARK DR (__3ZA4PN),2014,1,,,364096.19345,5028845.0555
RICHMOND RD btwn LOVITT RD & HIGHFIELD CRES (__3ZA4LY),2014,2,,,359712.2981,5023876.82345
RICHMOND RD btwn MCRAE AVE & CLIFTON RD (__3ZA4OB),2014,3,,,363659.1921,5028568.5529
RICHMOND RD btwn MOODIE DR & BLACK FOREST LANE (__3ZABNW),2014,1,,,357445.77002,5019715.82907
RICHMOND RD btwn NEW ORCHARD AVE & WOODROFFE AVE (__3ZA4L0),2014,3,,,361432.48776,5026441.56228
RICHMOND RD btwn PATRICIA AVE & LEIGHTON TER (__3ZA4PL),2014,3,,,364007.6929,5028788.0551
RICHMOND RD btwn PERTH ST & CAMBRIAN RD (__3ZAB98),2014,5,,,358985.57851,5008208.0616
RICHMOND RD btwn POULIN AVE & 140 E OF POULIN AVE (__3ZA4MDA),2014,1,,,360365.0871,5024959.89199
RICHMOND RD btwn ROBERTSON RD & STINSON AVE (__3ZA4YR),2014,3,,1,357727.48614,5020840.51041
RICHMOND RD btwn ROOSEVELT AVE & ROOSEVELT AVE (__3ZA26W),2014,2,,,362982.689,5028120.549
RICHMOND RD btwn STAFFORD RD & NORTHSIDE RD (__3ZA4YV),2014,2,,1,358156.65945,5021097.4841
RICHMOND RD btwn STEEPLE HILL CRES & CAMBRIAN RD (__3ZAB9D),2014,1,,,359088.37865,5010171.42413
RICHMOND RD btwn STINSON AVE & STAFFORD RD (__3ZBOCU),2014,12,1,,358005.74591,5021007.33584
RICHMOND RD btwn STONEHAVEN DR & HOPE SIDE RD (__3ZA3HY),2014,1,1,,356867.64276,5015688.63863
RICHMOND RD btwn TURN LANE & HWY416 IC75A RAMP53 (__3ZA4LK),2014,1,1,,358591.57804,5021724.78891
RICHMOND RD btwn TURN LANE & JOHN SUTHERLAND DR (__3ZA4LM),2014,1,,,358746.24807,5022060.95509
RICHMOND RD btwn TWEEDSMUIR AVE & MCRAE AVE (__3ZA4O9),2014,1,,,363566.69155,5028512.0525
RICHMOND RD btwn WEST HUNT CLUB RD & SEYTON DR (__3ZA41P),2014,3,,,357257.19596,5018658.46737
RICHMOND RD btwn WEST HUNT CLUB RD & STONEHAVEN DR (__3ZA41H),2014,5,,,356899.61586,5017021.40903
RICHMOND RD btwn WINSTON AVE & CHURCHILL AVE N (__3ZA4OS),2014,9,,,363133.15663,5028228.32263
RICHMOND RD btwn WOODROFFE AVE & LOCKHART AVE (__3ZBPOH),2014,5,,,361648.78214,5026748.70105
RICHMOND RD/BLACK FOREST LANE @ ARNOLD DR (0001483),2014,1,,,357493.0151,5019750.1989
RICKEY PL btwn MCKITRICK DR & MCELROY DR (__3ZABZH),2014,1,,,352830.6151,5016930.28821
RICKEY PL btwn WINCHESTER DR & MCKITRICK DR (__3ZABZY),2014,1,,,352737.64285,5017068.00492
RIDDELL DR btwn CAMPBELL REID CRT & MORAN ST (__3ZA42A),2014,1,,,347364.40455,5026491.69514
RIDDELL DR btwn MARCH VALLEY RD & SIXTH LINE RD (__3ZA42B),2014,5,,,349186.38148,5028177.34973
RIDEAU PL @ RIDEAU ST (0002061),2014,1,1,,369528.649,5032961.509
RIDEAU RD btwn ALBION RD & BANK ST (__3ZA7ZV),2014,1,,,376023.65902,5017259.59052
RIDEAU RD btwn BANK ST & DONCASTER RD (__3ZBO26),2014,3,,,377539.94387,5018182.95118
RIDEAU RD btwn DOWNEY RD & BOWESVILLE RD (__3ZA6L7),2014,2,,,372627.59921,5015054.1854
RIDEAU RD btwn POWER RD & HAWTHORNE RD (__3ZA6GY),2014,3,,,378491.95411,5018780.84313
RIDEAU RD btwn RIVER RD & SPRATT RD (__3ZA6L1),2014,1,,,368591.74075,5012705.68308
RIDEAU RD btwn SPRATT RD & LIMEBANK RD (__3ZA6L4),2014,1,,,369993.68782,5013571.2042
RIDEAU RIVER DR @ SMYTH RD (0005658),2014,1,,,369541.7151,5029283.5559
RIDEAU ST @ 88 W OF WILLIAM ST/FREIMAN MALL (0008626),2014,6,,2,368023.9033,5032110.2169
RIDEAU ST @ NICHOLAS ST (0002639),2014,2,,,368140.7049,5032184.583
RIDEAU ST @ WALLER ST (0011913),2014,14,,2,368282.7479,5032274.5841
RIDEAU ST @ WILLIAM ST (0008982),2014,1,,1,368098.2585,5032157.4886
RIDEAU ST @ WURTEMBURG ST (0007118),2014,1,,1,369359.0649,5032923.6479
RIDEAU ST btwn AUGUSTA ST & COBOURG ST (__3ZA3W7),2014,4,,2,369070.7586,5032752.4234
RIDEAU ST btwn CHAPEL ST & AUGUSTA ST (__3ZA3WS),2014,1,,,368952.609,5032680.2634
RIDEAU ST btwn CHARLOTTE ST & WURTEMBURG ST (__3ZA3XQ),2014,1,,,369305.0789,5032892.03395
RIDEAU ST btwn CUMBERLAND ST & KING EDWARD AVE (__3ZBOFX),2014,5,1,1,368443.1085,5032371.77945
RIDEAU ST btwn KING EDWARD AVE & NELSON ST (__3ZA3VG),2014,13,,,368581.34355,5032456.26795
RIDEAU ST btwn MACKENZIE AVE & SUSSEX DR (__3ZA3UY),2014,2,,,367895.7041,5032027.0819
RIDEAU ST btwn NELSON ST & FRIEL ST (__3ZA3WJ),2014,1,,,368711.34355,5032534.7685
RIDEAU ST btwn NICHOLAS ST & DALHOUSIE ST (__3ZA25T),2014,1,,,368173.85629,5032206.24319
RIDEAU ST btwn RIDEAU PL & MONTREAL RD (__3ZBPLT),2014,3,,,369584.08316,5032940.66253
RIDEAU ST btwn SUSSEX DR & 88 W OF WILLIAM ST/FREIMAN MALL (__3ZA25UA),2014,7,,1,367972.69441,5032077.37396
RIDEAU ST btwn WALLER ST & CUMBERLAND ST (__3ZA3V7),2014,2,,,368328.62945,5032302.27905
RIDEAU ST btwn WELLINGTON ST & MACKENZIE AVE (__3ZA25K),2014,1,,,367836.2041,5031987.0819
RIDEAU ST btwn WURTEMBURG ST & RIDEAU PL (__3ZA1LA),2014,3,,,369439.48707,5032965.94512
RIDEAU TER @ SPRINGFIELD RD (0007776),2014,1,,,369155.7041,5034086.6
RIDEAU VALLEY DR    N btwn RIDEAU NARROWS DR & PHELAN RD E (__3ZA395),2014,3,,,372355.98441,5006178.62294
RIDEAU VALLEY DR    N btwn SOUTHWICK DR & RIDEAU NARROWS DR (__3ZA38S),2014,1,,,371803.91462,5007058.3143
RIDEAU VALLEY DR btwn BARNSDALE RD & BANKFIELD RD (__3ZAZ7W),2014,1,,,367615.57899,5010860.98144
RIDGE RD btwn RAMSAYVILLE RD & ANDERSON RD (__3ZA6F0),2014,2,,,377867.79151,5028782.30469
RIDGEBROOK DR btwn MAXIME ST & NORTHDALE ST (__3ZA8L6),2014,1,,,374710.73155,5031666.566
RIDGEBROOK DR btwn MEADOWBROOK RD & ERIC CRES (__3ZA125),2014,1,,,374702.19408,5032079.98954
RIDGECREST PL @ RANDALL AVE (0008066),2014,1,,,370320.3559,5027353.989
RIDGEDALE ST btwn AUTUMNWOOD ST & ALBION RD (__3ZA8OX),2014,1,,,372257.63584,5022950.8243
RIDGEFIELD CRES btwn ARNOLD DR & SYCAMORE DR (__3ZBNGI),2014,1,,,357901.81562,5019540.18873
RIDGESIDE FARM DR @ MARCHURST RD (0012126),2014,2,,,344607.037,5024967.4329
RIDGEWOOD AVE @ RIVERSIDE DR (0007180),2014,4,,,368280.714,5025609.5271
RIOCAN AVE @ STRANDHERD DR (0010997),2014,7,,,364172.206,5014944.5721
RIOCAN AVE btwn MARKETPLACE AVE & END (__4LZBNN),2014,2,,,364343.36357,5014663.24852
RIOCAN AVE btwn STRANDHERD DR & MARKETPLACE AVE (__4LZBMJ),2014,4,,,364231.27319,5014854.33217
RITA AVE @ MERIVALE RD (0001750),2014,1,,,364612.697,5024295.5151
RIVER MIST RD btwn BRAMBLING WAY & RIVER ROCK AVE (__61W6V0),2014,1,,,364435.566,5012483.4351
RIVER MIST RD btwn DUNDONALD DR & WHITE ARCTIC (__8PNLJQ),2014,3,,,364714.97905,5011998.48945
RIVER RD @ SUMMERHILL ST (0015544),2014,2,,,367496.869,5014254.9871
RIVER RD @ SUMMERSIDE DR (0005291),2014,1,,,373306.717,5005467.363
RIVER RD @ TEWSLEY (0013247),2014,1,,,367969.1411,5015644.8589
RIVER RD btwn BALMORAL DR & JARVIS DR (__3ZA38O),2014,1,,,368104.00353,5019817.41275
RIVER RD btwn BRIDGE ST & ROYAL PALM CRES (__3ZA1DB),2014,2,,,369942.42487,5010299.10824
RIVER RD btwn EARL ARMSTRONG RD & NICOLLS ISLAND RD (__3ZA3H6),2014,4,,,367590.19973,5013695.24951
RIVER RD btwn KELLY LANE & FLAG STATION RD (__3ZA3T1),2014,1,,,373048.11573,5005955.84573
RIVER RD btwn KILBY LANE & WATERFRONT CRT (__3ZA38T),2014,5,,,372288.0414,5007433.754
RIVER RD btwn KNOTT CRES & KNOTT CRES (__3ZA39I),2014,1,,,368555.74162,5011383.6779
RIVER RD btwn LORNE BRIDGE RD & ROGER STEVENS DR (__3ZA2LX),2014,2,,,372940.7783,5002229.61313
RIVER RD btwn LOWEN DR & BALMORAL DR (__3ZA38M),2014,1,,,368001.09061,5018574.26073
RIVER RD btwn MULLIGAN ST & LEITRIM RD (__3ZA38K),2014,1,,,368002.37194,5017308.10919
RIVER RD btwn OLD MILL WAY & BRIDGE ST (__3ZA38E),2014,3,,,369426.2101,5010807.4045
RIVER RD btwn OLD MILL WAY & OLD MILL WAY (__3ZA38G),2014,1,,,369205.709,5010922.40545
RIVER RD btwn OSGOODE MAIN ST & DALMENY RD (__3ZA3TA),2014,1,,,373978.40892,4998447.22611
RIVER RD btwn RIDEAU RD & KNOTT CRES (__3ZBOG5),2014,1,,,368250.77881,5011973.69676
RIVER RD btwn RYEBURN DR & LEITRIM RD (__3ZBOG4),2014,2,,,368076.73225,5016743.0481
RIVERDALE AVE @ SUNNYSIDE AVE (0008017),2014,1,,,369074.5849,5028787.111
RIVERDALE AVE btwn ECHO DR & GLENVIEW AVE (__3ZA9MY),2014,2,,,369210.91022,5029230.50431
RIVERDALE AVE btwn GLENVIEW AVE & MAIN ST (__3ZA92Q),2014,1,,,369352.12661,5029451.875
RIVERFRONT CRT btwn TEMPEST DR & END (__6XLDFS),2014,1,,1,350454.67102,5016141.40145
RIVERGATE WAY @ RIVERSIDE DR (0007177),2014,2,,,368116.714,5023242.5079
RIVERGREEN CRES btwn BRIDLE PARK DR & BRIDLE PARK DR (__3ZGWHA),2014,2,,,355524.87834,5016261.18608
RIVERSIDE DR @ 175 S OF HUNT CLUB  RD/RUNWAY C (0011890),2014,8,,,368028.7319,5021766.3286
RIVERSIDE DR @ BROOKFIELD RD/HOG'S BACK RD (0001627),2014,14,,,368167.7129,5026222.5321
RIVERSIDE DR @ HERON RD (0002236),2014,26,,,368121.1049,5026647.2211
